#-символ переноса строки, использовать вместо Entera;;;;;;;;;;
Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Português;Polski;Türkçe
moment_of_retribution;Получение незаблокированного удара уменьшает время восстановления умений ветки на ~w~1~/~ ход.##~y~Пассивный бонус:~/~#~lg~-5%~/~ к времени восст. умений ветки#~lg~+3%~/~ к шансу блока;Receiving unblocked attacks reduces Cooldown Duration for this skill tree by ~w~1~/~ turn.##~y~Passive bonus:~/~#~lg~-5%~/~ Cooldown Duration for this skill tree#~lg~+3%~/~ Block Chance;如果格挡完全失败，并且遭到攻击，同类技能冷却时间减少~lg~1~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-5%~/~#格挡几率~lg~+3%~/~;Ungeblockte Angriffe auf dich, reduzieren die Abklingzeit für diesen Fertigkeitsbaum um ~w~1~/~ Runde.##~y~Passiver Bonus:~/~#~lg~-5%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+3%~/~ Blocken-Chance;;;;;Otrzymywanie niezablokowanych obrażeń zmniejsza Czasy Odnowienia tego drzewka o ~w~1~/~ turę.##~y~Bonus pasywny:~/~#~lg~-5%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+3%~/~ szansy na Blok;
;;;;;;;;;;
;///// СТРЕЛЬБА;;;;;;;;;
;;;;;;;;;;
Taking_Aim;Даёт ~lg~+50%~/~ к точности и ~lg~+10%~/~ к урону на следующий ход.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки;Grants ~lg~+50%~/~ Accuracy and ~lg~+10%~/~ Damage for the next turn.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree;下一回合准度~lg~+50%~/~，伤害~lg~+10%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~;Gewährt ~lg~+50%~/~ Genauigkeit und ~lg~+10%~/~ Schaden für die nächste Runde.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Daje ~lg~+50%~/~ Celności i ~lg~+10%~/~ Obrażeń na następną turę.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka;
Distracting_Shot;Повышает шанс уклонения до ~lg~100%~/~ и позволяет ~w~отступить~/~ на расстояние до двух клеток.##После этого совершает выстрел с ~r~-25%~/~ к урону и ~r~-25%~/~ к точности по ближайшему к изначальной клетке врагу.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки;Increases Dodge Chance up to ~lg~100%~/~ and lets you ~w~Retreat~/~ up to two tiles away.##After that you take a shot with ~r~-25%~/~ Damage and ~r~-25%~/~ Accuracy at the enemy closest to your original location.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree;躲闪几率最高升至~lg~100%~/~，你最多可以~w~后撤~/~两个方格。##然后，你向距离自己此前位置最近的敌人射出一箭，这一箭伤害~r~-25%~/~，准度~r~-25%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~;Erhöht die Ausweichen-Chance auf bis zu ~lg~100%~/~ und lässt dich um bis zu zwei Felder weit ~w~Zurückziehen~/~.##Danach schießt du mit ~r~-25%~/~ Schaden und ~r~-25%~/~ Genauigkeit auf den Gegner, der deinem ursprünglichen Standort am nächsten ist.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Zwiększa szansę na Unik do ~lg~100%~/~ oraz pozwala ~w~Wycofać~/~ się o dwa pola.##Po tym ruchu zdolność zadaje ~r~-25%~/~ Obrażeń o ~r~-25%~/~ Celności najbliższemu przeciwnikowi do pierwotnej pozycji.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka;
Long_Range_Shot;Выполняет выстрел с ~lg~+50%~/~ к дальности.##Каждая клетка, которую пролетает стрела, даёт ей ~lg~+/*Weapon_Damage*/%~/~ к урону, ~lg~+/*Armor_Piercing*/%~/~ к пробитию брони и ~lg~+/*Bodypart_Damage*/%~/~ к травмирующему урону.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки;Takes a shot with ~lg~+50%~/~ extra Range.##For each tile traveled the arrow gains ~lg~+/*Weapon_Damage*/%~/~ Damage, ~lg~+/*Armor_Piercing*/%~/~ Armor Penetration and ~lg~+/*Bodypart_Damage*/%~/~ Bodypart Damage.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree;射出一箭，这一箭距离增加~lg~+50%~/~。##箭矢获得伤害加成、防具穿透加成和肢体伤害加成，分别为箭矢所经方格数量与~lg~+/*Weapon_Damage*/%~/~、~lg~+/*Armor_Piercing*/%~/~和~lg~+/*Bodypart_Damage*/%~/~的乘积。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~;Schießt mit ~lg~+50%~/~ extra Reichweite.##Für jedes durchquerte Feld gewinnt der Pfeil ~lg~+/*Weapon_Damage*/%~/~ Schaden, ~lg~+/*Armor_Piercing*/%~/~ Rüstungsdurchdringung und ~lg~+/*Bodypart_Damage*/%~/~ Körperteilschaden.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Strzał mający ~lg~+50%~/~ dodatkowego Zasięgu.##Za każde pole, które strzała przelatuje otrzymuje ~lg~+/*Weapon_Damage*/%~/~ Obrażeń, ~lg~+/*Armor_Piercing*/%~/~ Przebicia Pancerza oraz ~lg~+/*Bodypart_Damage*/%~/~ obrażeń Części Ciała.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka;
Suppression;Активирует эффект на ~w~6~/~ ходов:##~lg~+3.5%~/~ к точности#~lg~-15%~/~ к восст. способностей#~lg~+20%~/~ к шансу отбрасывания#~lg~-7.5%~/~ к затратам на умения##Каждое успешное попадание продлевает длительность эффекта на ~lg~2~/~ хода и увеличивает его степень (вплоть до ~w~4-й~/~).##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки;Activates the following effect for ~w~6~/~ turns:##~lg~+3.5%~/~ Accuracy#~lg~-15%~/~ Cooldown Duration#~lg~+20%~/~ Knockback Chance#~lg~-7.5%~/~ Skills Energy Cost##Each successful attack prolongs the duration of this effect by ~lg~2~/~ turns and grants an extra stack of it (up to ~w~4~/~ stacks).##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree;触发以下效果，持续~w~6~/~个回合：##准度~lg~+3.5%~/~#冷却时间~lg~-15%~/~#击退几率~lg~+20%~/~#技能精力消耗~lg~-7.5%~/~##每次攻击成功会令这个效果持续时间延长~lg~2~/~个回合，还会叠加~lr~1~/~层（最多~w~4~/~层）。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~;Aktiviert den folgenden Effekt für ~w~6~/~ Runden:##~lg~+3.5%~/~ Genauigkeit#~lg~-15%~/~ Abklingzeit#~lg~+20%~/~ Zurückstoßen-Chance#~lg~-7.5%~/~ Energiekosten für Fertigkeiten##Jeder erfolgreiche Angriff verlängert die Dauer dieses Effekts um ~lg~2~/~ Runden und gewährt einen zusätzlichen Stapel davon (bis zu ~w~4~/~ Stapel).##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Aktywuje poniższe efekty na ~w~6~/~ tur:##~lg~+3.5%~/~ Celności~lg~-15%~/~ Czasów Odnowień#~lg~+20%~/~ szansy na Odrzucenie#~lg~-7.5%~/~ koszt Energii zdolności##Każdy celny atak przedłuża efekty o ~lg~2~/~ tury i daje punkt potęgowania (do ~w~4~/~).##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka;
Pierce_Through_Missile;Совершает выстрел, наносящий урон всем целям на его траектории.##Выстрел имеет ~lg~+/*Bleeding_Chance*/%~/~ к шансу кровотечения, ~lg~+/*Armor_Piercing*/%~/~ к пробитию брони и ~lg~+/*Armor_Damage*/%~/~ к урону по броне.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки;Takes a shot which pierces all targets on its path.##This attack has ~lg~+/*Bleeding_Chance*/%~/~ Bleed Chance, ~lg~+/*Armor_Piercing*/%~/~ Armor Penetration and ~lg~+/*Armor_Damage*/%~/~ Armor Damage.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree;射出一箭，这一箭穿过其经过的所有目标。##本次攻击出血几率~lg~+/*Bleeding_Chance*/%~/~，防具穿透~lg~+/*Armor_Piercing*/%~/~，防具伤害~lg~+/*Armor_Damage*/%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~;Ein Schuss, der alle Ziele auf seinem Weg durchbohrt.##Dieser Angriff hat ~lg~+/*Bleeding_Chance*/%~/~ Bluten-Chance, ~lg~+/*Armor_Piercing*/%~/~ Rüstungsdurchdringung und ~lg~+/*Armor_Damage*/%~/~ Rüstungsschaden.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Strzał przebijający wszystkie cele na swojej drodze.##Ten atak ma ~lg~+/*Bleeding_Chance*/%~/~ szansy na Krwawienie, ~lg~+/*Armor_Piercing*/%~/~ Przebicia Pancerza oraz ~lg~+/*Armor_Damage*/%~/~ Obrażeń Pancerza.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka;
Headshot;Производит выстрел, гарантированно попадающий в голову.##Он получает ~lg~+/*Bodypart_Damage*/%~/~ к травмирующему урону, ~lg~+/*CRT*/%~/~ к шансу крита и ~lg~+/*CRTD*/%~/~ к эффективности крита.##Если это умение убивает цель, время восстановления всех умений ветки уменьшается на ~lg~5~/~ ходов.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки;Takes a shot which is guaranteed to hit an enemy in the head.##This attack gains ~lg~+/*Bodypart_Damage*/%~/~ Bodypart Damage, ~lg~+/*CRT*/%~/~ Crit Chance and ~lg~+/*CRTD*/%~/~ Crit Efficiency.##If this ability kills the enemy, Cooldown Duration for this skill tree is reduced by ~lg~5~/~ turns.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree;射出一箭，必定射中敌人头部。##本次攻击肢体伤害~lg~+/*Bodypart_Damage*/%~/~，暴击几率~lg~+/*CRT*/%~/~，暴击效果~lg~+/*CRTD*/%~/~。##如果这个能力杀死敌人，同类技能冷却时间减少~lg~5~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~;Ein Schuss der garantiert einen Gegner in den Kopf trifft.##Dieser Angriff hat ~lg~+/*Bodypart_Damage*/%~/~ Körperteilschaden, ~lg~+/*CRT*/%~/~ Krit. Chance und ~lg~+/*CRTD*/%~/~ Krit. Effizienz.##Wenn diese Fertigkeiten den Feind töten, wird die Abklingzeit für diesen Fertigkeitsbaum um ~lg~5~/~ Runden reduziert. ##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Przymierzony strzał gwarantujący celne trafienie w głowę.##Ten atak zadaje ~lg~+/*Bodypart_Damage*/%~/~ obrażeń Części Ciała, posiada ~lg~+/*CRT*/%~/~ szansy na obr. Krytyczne oraz ~lg~+/*CRTD*/%~/~ Skuteczności obr. Krytycznych.##Jeżeli ta zdolność zabija przeciwnika, Czasy Odnowień tego drzewka są zmniejszone o ~lg~5~/~ tury.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka;
Hunters_Mark;Активирует на цели эффект на ~w~10~/~ ходов:##Каждый выстрел по цели даёт следующему выстрелу по ней же ~lg~+/*Weapon_Damage*/%~/~ к урону и ~lg~+/*Bleeding_Chance*/%~/~ к шансу кровотечения.#Эффект суммируется.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки;Marks the targeted enemy with the following effect for ~w~10~/~ turns:##Shooting at the target grants ~lg~+/*Weapon_Damage*/%~/~ Damage and ~lg~+/*Bleeding_Chance*/%~/~ Bleed Chance for each following shot.#This effect stacks.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree;令目标敌人获得以下效果，持续~w~10~/~个回合：##你之后每次对其射箭，伤害~lg~+/*Weapon_Damage*/%~/~，出血几率~lg~+/*Bleeding_Chance*/%~/~。#这个效果可以叠加。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~;Markiert den anvisierten Gegner mit dem folgenden Effekt für ~w~10~/~ Runden:##Schießen auf das Ziel gewährt ~lg~+/*Weapon_Damage*/%~/~ Schaden und ~lg~+/*Bleeding_Chance*/%~/~ Bluten-Chance für jeden folgenden Schuß.#Dieser Effekt stapelt sich.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum;;;;;Piętnuje wybranego przeciwnika poniższymi efektami na ~w~10~/~ tur:##Strzelanie w cel zadaje ~lg~+/*Weapon_Damage*/%~/~ Obrażeń oraz atak ma ~lg~+/*Bleeding_Chance*/%~/~ szansy na Krwawienie za każdy strzał.#Ten efekt się potęguje.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka;
constant_training;~w~Прицеливание~/~ также даёт ~lg~+7.5%~/~ к шансу крита и ~lg~-10%~/~ к шансу неудачи.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки#~lg~+3%~/~ к урону;~w~Taking Aim~/~ also grants ~lg~+7.5%~/~ Crit Chance and ~lg~-10%~/~ Fumble Chance.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree#~lg~+3%~/~ Weapon Damage;~w~瞄准~/~还会令你的暴击几率~lg~+7.5%~/~，失手几率~lg~-10%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~#武器伤害~lg~+3%~/~;~w~Anvisieren~/~ gewährt auch ~lg~+7,5%~/~ Krit. Chance und ~lg~-10%~/~ Ungeschicktsein-Chance.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+3%~/~ Waffenschaden;;;;;~w~Przymierzenie~/~ daje również ~lg~+7.5%~/~ szansy na obr. Krytyczne oraz ~lg~-10%~/~ szansy na Partactwo.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+3%~/~ Obrażeń Broni;
precision;Увеличивает длительность ~w~Прицеливания~/~ до ~w~2~/~ ходов.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки#~lg~+3%~/~ к шансу кровотечения;Increases the duration of ~w~Taking Aim~/~ to ~w~2~/~ turns.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree#~lg~+3%~/~ Bleeding Chance;~w~瞄准~/~效果持续时间延长至~w~2~/~回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~#出血几率~lg~+3%~/~;Erhöht die Dauer von ~w~Anvisieren~/~ auf ~w~2~/~ Runden.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+3%~/~ Bluten-Chance;;;;;Wydłuża czas działania ~w~Przymierzenia~/~ do ~w~2~/~ tur.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+3%~/~ szansy na Krwawienie;
thrift;Выпущенные стрелы и болты ломаются после выстрелов на ~w~15%~/~ реже.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки#~lg~-3%~/~ к шансу неудачи;Your bolts and arrows break ~w~15%~/~ less often.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree#~lg~-3%~/~ Fumble Chance;你的箭枝损耗速度减缓~w~15%~/~。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~#失手几率~lg~-3%~/~;Deine Bolzen und Pfeile zerbrechen ~w~15%~/~ weniger oft.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~-3%~/~ Ungeschicktsein-Chance;;;;;Twoje strzały i bełty łamią się ~w~15%~/~ rzadziej.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~-3%~/~ szansy na Partactwo;
weak_spots;Каждое попадание по цели даёт ей ~r~-5%~/~ к сопр. колющему урону на ~w~3~/~ хода.#Эффект суммируется.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки#~lg~+5%~/~ к пробитию брони;Each successful shot applies ~r~-5%~/~ Piercing Resistance for ~w~3~/~ turns.#This effect stacks.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree#~lg~+5%~/~ Armor Penetration;弓箭每次命中均可令目标的穿刺抗性~lg~-5%~/~，持续~w~3~/~个回合。#这个效果可以叠加。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~#防具穿透~lg~+5%~/~;Jeder erfolgreiche Schuss wendet ~r~-5%~/~ Durchdringungsresistenz für ~w~3~/~ Runden an.#Dieser Effekt stapelt sich. ##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+5%~/~ Rüstungsdurchdringung;;;;;Każde trafienie nadaje celom ~r~-5%~/~ odporności na Obrażenia Przebijające przez ~w~3~/~ tury.#Efekt się potęguje..##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+5%~/~ Penetracji Pancerza;
anticipation;Каждое попадание по врагу даёт ему ~lg~-8%~/~ к шансу уклонения на ~w~3~/~ хода.#Эффект суммируется.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки#~lg~+3%~/~ к точности;Each successful shot applies ~lg~-8%~/~ Dodge Chance for ~w~3~/~ turns.#This effect stacks.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree#~lg~+1%~/~ Accuracy;弓箭每次命中均可令目标的闪躲几率~lg~-8%~/~，持续~w~3~/~个回合。#这个效果可以叠加。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~#准度~lg~+1%~/~;Jeder erfolgreiche Schuss wendet ~lg~-8%~/~ Ausweichen-Chance für ~w~3~/~ Runden an.#Dieser Effekt stapelt sich.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~+1%~/~ Genauigkeit;;;;;Każdy celny strzał nadaje celom ~lg~-8%~/~ szansy na Unik przez ~w~3~/~ tury.#Ten efekt się potęguje.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+1%~/~ Celności;
control_shot;Критические попадания получают ~lg~+30%~/~ к эффективности крита и ~lg~+60%~/~ к травмирующему урону.#Каждая клетка расстояния до врага даёт атакам ~lg~+1%~/~ к шансу крита.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки#~lg~+3%~/~ к шансу крита;Critical shots gain ~lg~+30%~/~ Crit Efficiency and ~lg~+60%~/~ Bodypart Damage.##For every tile between you and your enemy, your attacks receive ~lg~+1%~/~ Crit Chance.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree#~lg~+3%~/~ Crit Chance;射箭暴击暴击效果~lg~+30%~/~，肢体伤害~lg~+60%~/~。##暴击几率获得加成，为你和敌人之间方格数量与~lg~+1%~/~的乘积。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~#暴击几率~lg~+3%~/~;Kritische Schüsse haben ~lg~+30%~/~ Krit. Effizienz und ~lg~+60%~/~ Körperteilschaden.##Für jedes Feld zwischen dir und dem Gegner erhalten deine Angriffe ~lg~+1%~/~ Krit. Chance.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertgikeitsbaum#~lg~+3%~/~ Krit. Chance;;;;;Trafienia zadające obrażenia krytyczne mają ~lg~+30%~/~ skuteczności oraz ~lg~+60%~/~ obrażeń Części Ciała.##Za każde pole pomiędzy tobą, a przeciwnikiem strzał otrzymuje ~lg~+1%~/~ szansy na obr. Krytyczne.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~+3%~/~ szansy na obr. Krytyczne;
upper_hand;~w~Отвлекающий выстрел~/~, ~w~Дальнобойный выстрел~/~, ~w~Выстрел в голову~/~ и ~w~Пробитие навылет~/~ при убийстве снижают время восст. умений ветки на ~lg~1~/~ ход.##~y~Пассивный бонус:~/~#~lg~-3%~/~ к времени восст. умений ветки#~lg~-5%~/~ к затратам на умения;~w~Distracting Shot~/~, ~w~Long Range Shot~/~, ~w~Headshot~/~ and ~w~Piercing Shot~/~ reduce Cooldown Duration for this skill tree by ~lg~1~/~ turn if they kill an enemy.##~y~Passive bonus:~/~#~lg~-3%~/~ Cooldown Duration for this skill tree#~lg~-5%~/~ Abilities Energy Cost;~w~分散注意~/~、~w~远射~/~、~w~直射首级~/~和~w~穿身箭~/~如果杀死敌人，可令同类技能冷却时间减少~lg~1~/~个回合。##~y~被动加成：~/~#同类技能冷却时间~lg~-3%~/~#能力精力消耗~lg~-5%~/~;~w~Ablenkender Schuss~/~, ~w~Fernschuss~/~, ~w~Kopfschuss~/~ und ~w~Durchdringender Schuss~/~ reduzieren die Abklingzeit für diesen Fertigkeitsbaum um ~lg~1~/~ Runde, wenn sie einen Gegner töten.##~y~Passiver Bonus:~/~#~lg~-3%~/~ Abklingzeit für diesen Fertigkeitsbaum#~lg~-5%~/~ Energieosten für Fertigkeiten;;;;;~w~Rozpraszający Strzał~/~, ~w~Dalekosiężny Strzał~/~, ~w~Strzał w Głowę~/~ oraz ~w~Przebijający Strzał~/~ zmniejszają Czasy Odnowienia dla tego drzewka o ~lg~1~/~ turę, jeżeli zabiją przeciwnika.##~y~Bonus pasywny:~/~#~lg~-3%~/~ Czasów odnowienia dla zdolności tego drzewka#~lg~-5%~/~ kosztów Energii dla zdolności;
;;;;;;;;;;
;///// МОБЫ;;;;;;;;;
;;;;;;;;;;
Darkbolt;Выпускает сгусток тёмной энергии, наносящий ~p~нечестивый урон~/~.;Shoots a bolt of dark energy dealing ~p~Unholy Damage~/~.;射出一股黑暗能量，造成~p~邪术伤害~/~。;Verschießt einen Blitz aus dunkler Energie der ~p~Unheiligen Schaden~/~ verursacht.;;;;;Pocisk mrocznej energii zadający ~p~obrażenia Przeklęte~/~.;
Dark_Blessing;Добавляет атакам выбранной цели бонусные ~p~нечестивый урон~/~ и похищение жизни.;Chosen target is granted bonus ~p~Unholy Damage~/~ and Life Drain.;所选目标可以吸取生命，并且获得~p~邪术伤害~加成。;Das Ziel erhält den Bonus ~p~Unheiliger Schaden~/~ and Lebensentzug.;;;;;Wybrany cel zadaje bonusowe ~p~obrażenia Przeklęte~/~ oraz może Wykradać Zdrowie.;
Curse;Проклинает цель, уменьшая её запас здоровья, энергии, силу магии и наносимый урон, а также увеличивая шанс неудачи.;Curses the target, decreasing its Max Health, Max Energy, Damage Dealt and also increases its Fumble Chance.;诅咒目标，降低其生命上限、精力上限和伤害，提升其失手几率。;Verflucht das Ziel, und verringert dabei seine max. Gesundheit, max. Energie, Ausgeteilten Schaden, und Ungeschicktsein-Chance.;;;;;Rzuca klątwę na cel, zmniejszając Maksymalne Zdrowie, Maksymalną Energię, zadawane Obrażenia oraz zwiększa szansę na Partactwo.;
Dark_Ressurection;Возвращает к жизни выбранный труп.;Brings a targeted corpse to life.;将目标尸体复活。;Belebt die anvisierte Leiche.;;;;;Wskrzesza wskazane ciało do życia.;
Bloodletting;Наносит удар с ~r~-70%~/~ к урону и ~lg~+70%~/~ к шансу кровотечения.;Delivers a strike with ~r~-70%~/~ Damage and ~lg~+70%~/~ Bleed Chance.;发动一次打击，本次打击伤害~r~-70%~/~，出血几率~lg~+70%~/~。;Angriff mit ~r~-70%~/~ Schaden und ~lg~+70%~/~ Bluten-Chance.;;;;;Wykonuje atak zadający ~r~-70%~/~ Obrażeń, ale mający ~lg~+70%~/~ szansy na Krwawienie.;
Life_Leech;Наносит ~p~нечестивый урон~/~, похищая эквивалентное количество здоровья.;Deals ~p~Unholy Damage~/~, Draining Life for an equal amount.;造成~p~邪术伤害~/~，吸取数量与伤害数值相等的生命。;Verursacht ~p~Unheiligen Schaden~/~, Lebensentzug in gleicher Menge.;;;;;Zadaje ~p~obrażenia Przeklęte~/~ wykradając taką samą ilość Zdrowia.;
Lacerate;Наносит удар, наносящий ~lg~+100%~/~ травмирующего урона и ~lg~+50%~/~ урона по броне.;Delivers a strike with ~lg~+100%~/~ Bodypart Damage and ~lg~+50%~/~ Armor Damage.;发动一次打击，本次打击肢体伤害~lg~+100%~/~，防具伤害~lg~+50%~/~。;Angriff mit ~lg~+100%~/~ Körperteilschaden und ~lg~+50%~/~ Rüstungsschaden.;;;;;Zadaje cios mający ~lg~+100%~/~ obrażeń Części Ciała i ~lg~+50%~/~ obrażeń Pancerza.;
Necrophagy;Пожирает указанный труп, восполняя здоровье и становясь сильнее.;Consumes a targeted corpse, Replenishing Health and growing in strength.;吃下目标尸体，恢复生命，增强力量。;Konsumiert die anvisierte Leiche, füllt Gesundheit auf, und gibt Stärke.;;;;;Pożera wybrane ciało. Odnawiając Zdrowie i rosnac w siłę.;
Mark_of_the_Feast;Активирует на цели эффект на ~w~30~/~ ходов:##~lg~-13%~/~ к шансу уклонения#~lg~+13%~/~ к получаемому урону##Атаки по цели с модификатором получают ~lg~+33%~/~ к похищению жизни.;Marks the target with the following effect:##~lg~-13%~/~ Dodge Chance#~lg~+13%~/~ Damage Taken##Attacks against the target affected by this effect gain ~lg~+33%~/~ Life Drain.;令目标获得以下效果：##闪躲几率~lg~-13%~/~#所受伤害~lg~+13%~/~##如果攻击目标受到这一效果影响，本次攻击生命吸取~lg~+33%~/~。;Zeichnet das Ziel mit folgendem Effekt:##~lg~-13%~/~ Ausweichen-Chance#~lg~+13%~/~ Erlittener Schaden##Angriffe gegen das markierte Ziel haben ~lg~+33%~/~ Lebensentzug.;;;;;Piętnuje wybrany cel nakładając poniższe efekty:##~lg~-13%~/~ szansy na Unik#~lg~+13%~/~ otrzymywanych Obrażeń##Ataki na przeciwników pod działaniem efektu dają ~lg~+33%~/~ Wykradania Zdrowia.;
Teleport;Телепортируется в указанную клетку.;Teleports to a targeted tile.;瞬间移动到目标方格。;Teleportiert zum anvisierten Feld.;;;;;Teleportuje do wybranego pola.;
Curse_of_Weakness;Уменьшает запас здоровья и стойкость цели, и увеличивает получаемый ею урон.;Decreases target's Max Health and Fortitude, increases Damage Taken.;令目标的生命上限和坚忍降低、所受伤害增加。;Verringert die max. Gesundheit und die Robustheit des Ziels, und erhöht den Erlittenen Schaden.;;;;;Zmniejsza Maksymalne Zdrowie, Zahartowanie, otrzymywane Obrażenia wybranego celu.;
