Номера по спискам;Русский;English;中文;Deutsch;Español;Français;Italiano;Polski
Long Gambeson;Отлично защищает за свою цену. Главное не упариться в нём до смерти.;It protects well for its price. The main concern is overheating to death.;虽然不便宜，但是防护效果很好，唯一的缺点是能把人热死。;Er schützt gut für seinen Preis. Die Hauptsorge ist die Überhitzung bis zum Tod.;;;;Doskonale chroni, jeżeli porównamy ceny. Główny problem to możłiwość ugotowania się na śmierć.
Mirror Quilted Coat;Гамбезон родом из Нистры, усиленный круглой грудной пластиной. Прижимистые нистрийцы редко завозят такие в Альдор.;A Nistrian gambeson reinforced with a round chest plate. Frugal Nistrians don't bring many of these to Aldor.;这种尼斯特拉软铠胸口加了一块护心镜，生活节俭的尼斯特拉人只带来了几件这样的软甲。;Ein nistrianischer Gambeson, der mit einer runden Brustplatte verstärkt ist. Genügsame Nistrianer bringen nicht viele davon nach Aldor.;;;;Nistriańska przeszywnica wzmocniona okrągłą płytą. Oszczędni Nistrianie nie przywożą wiele z nich do Aldoru.
Royal Ranger Gambeson;Некогда королевские стрелки занимались охраной угодий Его Величества. Их гамбезоны шились лучшими альдорскими мастерами.;Long ago the Royal Rangers used to patrol the lands of His Majesty. Their gambesons were sewn by the best craftsmen of Aldor.;很久以前，国王的林苑常有皇苑守卫巡逻，这些人的软铠均出自奥尔多手艺最好的匠人。;Vor langer Zeit patrouillierten die Königlichen Waldhüter in den Ländern Seiner Majestät. Ihre Gambesons wurden von den besten Handwerkern von Aldor genäht.;;;;Wiele lat temu Królewscy Łowczy patrolowali ziemie Jego Wysokośći. Ich przeszywnice były szyte przez najlepszych mistrzów w swoim fachu.
Lamellar Quilted Coat;Неизвестный умелец усилил эту стёганку несколькими рядами кожаных пластин. Не самое профессиональное исполнение, но со своей задачей он справился.;An unknown craftsman reinforced this quilted coat with rows of leather scales. The execution lacks quality, but it serves its purpose.;不知道是什么匠人给这件绗麻上衣嵌了皮片，虽然做工不怎么样，但目的确实达到了。;Ein unbekannter Handwerker verstärkte diesen gesteppten Mantel mit Reihen von Lederschuppen. Der Ausführung fehlt es an Qualität, aber sie erfüllt ihren Zweck.;;;;Nieznany rzemyślnik wzmocnił ten płaszcz paskami ze skóry. Wynik utracił na jakości, ale przynajmniej nie wieje w poślady.
Mail;Для такой кольчуги нужны тысячи колец - и много, много времени. Отлично защищает и не сковывает движений, поэтому и стоит порядочно.;A mail like this requires thousands of rings and lots and lots of time. It protects well and doesn't restrict movement so the price on it is quite high.;制作这么一件链甲，需要锻造成千上万个链环，而且需要花费大量时间。这种防具防护效果良好，同时不会妨碍行动，所以造价不菲。;Eine solche Kettenrüstung erfordert Tausende von Ringen und viel Zeit. Er schützt gut und schränkt die Bewegung nicht ein, so dass der Preis dafür recht hoch ist.;;;;Kolczuga w tym stylu wymaga tysiące małych kółek i masy czasu. Dobrze chroni oraz nie ogranicza ruchów, więc i cena za nią jest dość duża.
Footman Brigantine;В таких щеголяют сержанты и бывалые наёмники, ещё не накопившие на доспех посерьёзней.;Sergeants and veteran mercenaries often sport this type of armor while they save up for something more substantial.;有些军官和久经沙场的雇佣兵为了攒钱置办一身好盔甲，就会先用这样的盔甲将就着。;Unteroffziere und altgediente Söldner tragen oft diese Art von Rüstung, während sie für etwas Besseres sparen.;;;;Sierżanci oraz weterani wojenni często wybierają ten typ pancerza nim uda im się zaoszczędzić na coś lepszego.
Plate Cuirass;Редко кому удаётся накопить на такую, не умерев от старости.;It's a rare occurance to save up for one of these before dying of old age.;如果只靠攒钱，很少有人能在老死之前攒够这么一件胸甲的钱。;Es eher selten, dass man das Geld für eine Brigantine beisammen hat bevor man an Alterschwäche stirbt.;;;;To bardzo rzadka sytuacja zaoszczędzić na taką zbroję nim zdąży się umrzeć ze starości.
Knightly Armor;Эта бригантина очень полюбилась альдорским рыцарям. Защищает чуть хуже обычных лат, но стоит дешевле, а выглядит - лучше.;This brigandine is favored by Aldorian knights. It protects almost as well as plate armor but costs less and looks fancier.;奥尔多的骑士喜欢穿这种布面甲，因为它的防护效果不比板甲差，但是造价低，而且样式更好看。;Diese Brigantine wird von den aldorianischen Rittern bevorzugt. Sie schützt fast so gut wie eine Plattenrüstung, kostet aber weniger und sieht schicker aus.;;;;Ten rodzaj brygantyny jest bardzo popularny wśród aldoriańskich rycerzy. Chroni niemal tak dobrze jak płytowy pancerz, ale jest tańsza oraz bardziej gustowna.
Aldwynn Cuirass;На знаменитые альдвиннские доспехи уходит несколько месяцев тяжёлой работы.;Aldwynnian cuirasses are infamous for demanding months of hard work to craft.;阿尔德文的胸甲之所以为人所知，因为制作繁琐，而且费时-----一副盔甲往往需要好几个月才能造成。;Aldwynnianische Kürasse sind berüchtigt dafür, dass sie über Monate hinweg harte Arbeit erfordern.;;;;Aldwyniańskie kirysy negatywnie słyną z tego, że ich wytworzenie zajmuje miesiące ciężkiej pracy.
Apprentice Robe;Чёрный цвет мантии символизирует то, что ученик ещё не определился с выбором Круга.;The black color of this robe symbolizes that apprentice hasn't yet decided which Circle to pursue.;学徒法袍选择黑色，表示学徒还没决定加入哪个法会。;Die schwarze Farbe dieser Robe symbolisiert, dass der Lehrling noch nicht entschieden hat, welchem Kreis er sich anschließen soll.;;;;Czarny kolor tego ubioru symbolizuje, że nowicjusz nie zdecydował jeszcze do jakiego Kręgu przystąpi.
Arcanist Mantle;Отличительная мантия Круга Арканистов, насквозь пропитанная эссенцией магии.;A distinctive mantle of the Arcane Circle, it's soaked with magic essence.;秘术法会专用法袍，已被魔法精华浸透。;Ein unverwechselbarer Mantel des Arkanen Kreises, der mit magischer Essenz getränkt ist.;;;;Wyróżniające się szaty Kręgu Arkanistów są nasączone magiczną mocą.
Pyromancer Mantle;По-особому зачарована: хоть и не огнеупорна, но горит с трудом.;This mantle has a special enchantment on it: it's not exactly fireproof but it burns poorly.;这件法袍有一个特殊的附魔-----它其实不是防火，但是很难点燃。;Dieser Mantel hat einen besonderen Zauber: Er ist nicht gerade feuerfest, aber er brennt schlecht.;;;;Te szaty mają na sobie średnio specjalne zaklęcie: nie są ognioodporne, ale na pewno kiepsko się palą.
Geomancer Mantle;Вытканная руна укрепляет связь между геомантом и его валунами.;The weaved rune on this mantle improves the connection between a geomancer and their runic boulders.;这件法袍织有符文，因此可以增强地术法师与符文巨石之间的感应。;Die eingewebte Rune auf diesem Mantel verbessert die Verbindung zwischen einem Geomanten und seinen Runensteinen.;;;;Wyszyta wielka runa na tej szacie zdaje się powiększać moc łączącą geomancera i jego runiczny gruz.
Arna Cuirass;Этот нагрудник дорог Арне как память - он считался главной фамильной реликвией дер Вирнов, передававшейся из поколения в поколение. Время его не пощадило.;This cuirass holds sentimental value to Arna. It used to be the most treasured heirloom of the House der Vyrne, passed down through generations. Time wasn't kind to it.;这件胸甲对于阿娜而言，有着特殊的意义。它原本是德·维尔恩家族最为贵重的祖传家珍，一代代传下来之后，已经失去了曾经的光辉。;Dieser Kürass hat für Arna einen sentimentalen Wert. Er war einst das wertvollste Erbstück des Hauses der Vyrne, das über Generationen weitergegeben wurde. Die Zeit war nicht freundlich zu ihm.;;;;Ten kirys nosi w sobie sentymentalne wspomnienia Arny. Jest to najcenniejsze dziedzictwo jakie zostało po domu Vyrne, przekazywane z pokolenia na pokolenie. Czas nie był dla tej zbroi łaskawy.
Ceremonial Cuirass;Судя по именной гравировке, некогда принадлежала сиру дер Ульну, известному обжоре и выпивохе. Около десяти лет назад на очередном пиршестве сир дер Ульн героически погиб в затяжном поединке с цельной тушей жареного кабана.;Judging by the engraving, it used to belong to Sir der Ulne, a famous glutton and a drunkard. A dozen years ago, during one of his feasts, Sir der Ulne died heroically in a prolonged battle with a whole roast hog.;从上面的铭文来看，这件胸甲原本属于大名鼎鼎的酒鬼饕客德·伍恩爵士。十几年前，德·伍恩爵士英勇赴宴，与一头烤全猪鏖战几百回合，最后壮烈牺牲。;Der Gravur nach zu urteilen, gehörte es früher Sir der Ulne, einem berühmten Vielfraß und Trunkenbold. Vor einem Dutzend Jahren starb Sir der Ulne während eines seiner Feste heldenhaft in einer langen Schlacht mit einem ganzen Schweinebraten.;;;;Sądząc po zdobieniach, prawdopodobnie należała do Sir Ulne, znanego pijaka i żarłoka. Wiele lat temu w trakcie jednego z jego festiwali, Sir Ulne umarł heroiczną śmiercią w ustawionej walce z wielkim upieczonym dzikiem.
Jonna Mantle;Обычная мантия выпускника Академии, перешитая из мужской специально для Йонны.;A regular man's mantle of the Academy graduate, altered to fit Jonna.;这种男式斗篷学院毕业生人手一件，这一件照着约娜的体型改了一下。;Ein normaler Mantel für Männer der Absolventen der Akademie, der für Jonna geändert wurde.;;;;Zwyczajna męska szata absolwenta Akademii, przerobiona by pasowała na kobiecą posturę Jonny.
Vagabon Knight Cuirass;Этот удивительный доспех выглядит очень древним... и одновременно как нечто из будущего. Кто бы мог его выковать?;This marvelous armor looks both very ancient and as if it arrived from the future. Who could have crafted it?;这副盔甲很有意思，看着好像来自上古，但又好像来自未来，会是什么人锻造的呢？;Diese erstaunliche Rüstung sieht sowohl sehr alt aus als auch so, als käme sie aus der Zukunft. Wer könnte sie hergestellt haben?;;;;Ten niesamowity pancerz wygląda zarówno na starożytny jak i pochodzący z przyszłości. Kto mógł stworzyć coś takiego?
Dirwin Cloak;В последний раз Дирвин снимал свой жилет настолько давно, что удивительно, как он ещё не сросся со своим хозяином.;Dirwin has been wearing his vest for so long, it's a miracle it hasn't yet fused with its wearer.;德温天天穿着这件马甲，不知道已经穿了多久。还能脱得下来，也是一个奇迹。;Dirwin trägt seine Weste schon so lange, es ist ein Wunder, dass sie noch nicht mit ihrem Träger verschmolzen ist.;;;;Dirwin nosił swoje odzienie tak długo, że dziwnym jest niezłączenie się go z własnym ubraniem.
Gambeson Magistrate;Обычный стёганый гамбезон в сине-белой расцветке Магистрата. Такие в ходу среди деревенского ополчения и лёгкой пехоты.;A regular quilted gambeson, painted with the blues and whites of the Magistrate. It's often used by village militias and light infantry.;普普通通的绗麻夹棉软铠，染大了裁判官的蓝白色块，一般是给乡下的民兵和轻步兵穿。;Ein normaler, gesteppter Gambeson, der mit den Blau- und Weißtönen des Magistrats bemalt ist. Er wird oft von Dorfmilizen und leichter Infanterie verwendet.;;;;Zwyczajna przeszywnica pomalowana barwami Magistratu - niebieskim i białym kolorem. Najczęściej używana przez wiejskie milicje oraz lekką piechotę.
Mail Magistrate;Кольчуга с сине-белым сюрко - обычная экипировка гарнизонных войск Магистрата.;A mail shirt with a blue and white tabard - a regular piece of equipment of the Magistrate's garrisons.;锁链上衣配了蓝白搭肩外衫，这是裁判官戍军的标配。;Ein Kettenhemd mit einem blau-weißen Wappenrock - ein übliches Ausrüstungsstück der Garnisonen des Magistrats.;;;;Kolcza koszula z biało-niebieskim elementem. Regularna i typoa część ekwipunku garnizonów Magistratu.
;;;;;;;;
;;;;;;;;
Worn Cloak;Судя по многочисленным заплаткам, этот плащ носят явно не первый год.;Judging by the abundant patchwork, this cloak has been in use for years.;斗篷上面满是补丁，看样子应该已经穿了很多年。;Dem reichlichen Flickwerk nach zu urteilen, ist dieser Umhang seit Jahren in Gebrauch.;;;;Sądząc po setkach łat ten płaszcz musiał być używany przez wiele lat.
Travelling Cloak;Укроет от ливня, согреет в мороз и спрячет в темноте.;It will protect from rain, warm you up in cold weather and conceal you in the darkness.;可以防雨，可以御寒，你在暗处的时候，还能掩藏你的身影。;Er schützt vor Regen, wärmt dich bei kaltem Wetter und verbirgt dich in der Dunkelheit.;;;;Ochroni cię przed deszczem, da ciepło w zimową pogodę oraz przytuli cię pośród ciemności.
Occult Cloak;Некогда в Бринне существала тайная секта сангвимантов, желавшая постигнуть секреты вампиризма. Неизвестно, насколько далеко им удалось зайти в своих изысканиях, но закончили они вполне по-вампирски - с кольями в груди.;Long ago Brynn used to be a gathering spot for a secret cult of sanguimancers, coveting the secrets of vampirism. It's unknown whether they were successful with their experiments, but they met their demise as it befits the vampires - with stakes deep in their chests.;很久以前，有一个研习血魔法的地下教派，经常在布林聚集，希望获得吸血的能力。尽管不知道这些人的实验最终成功没有，但他们的下场和吸血鬼相同------全都死在了刑柱上。;Vor langer Zeit war Brynn ein Treffpunkt für einen geheimen Kult von Blutdürstigen, der die Geheimnisse des Vampirismus begehrte. Es ist nicht bekannt, ob sie mit ihren Experimenten erfolgreich waren, aber sie erlebten ihren Untergang, wie es sich für die Vampire gehört - mit Pfählen tief in der Brust.;;;;Wiele lat temu Brynn służyło jako punkt zbiorczy dla tajemnego krwistego kultu badającego sekrety wampiryzmu. Nieznany jest ich dalszy los i to czy udało im się poznać wiedzę tajemną za pomocą eksperymentów. Mimo to poznali to, co jest typowe dla wamiprów - kołki wbite w swoje klatki piersiowe.
Azure Cape;Богато расшитый плащ из неизвестной лазурной ткани. Судя по вязи на золотой фибуле, он попал в Альдоре из Яхонтовых царств.;An intricately embroidered cape made from some unknown azure fabric. Judging by the pattern on its gold fibula, it was brought to Aldor from the Jacinth Kingdoms.;斗篷纹绣精细，用的是某种天蓝色的布料。斗篷上面有一枚黄金饰品，看那图案，应该是从红锆王国带到奥尔多的。;Ein aufwendig bestickter Umhang aus einem unbekannten azurblauen Stoff. Nach dem Muster auf seiner Goldfibel zu urteilen, wurde er aus den Jacinth-Königreichen nach Aldor mitgebracht.;;;;Kunsztownie haftowana szata utkana z odrobiny nieznanego azurytowego materiału. Sądząc po stylu haftu oraz złotych ozdobień, musiała być dostarczona do Aldoru z Królestw Jacinth.
;;;;;;;;
Town Gloves;Если неохота марать руки.;For when you don't want to get your hands dirty.;戴上这个，手就不会弄脏了。;Für den Fall, dass du dir die Hände nicht schmutzig machen willst.;;;;Dla tych wszystkich, którzy nie chcą pobrudzić sobie rąk.
Leather Gloves;Пошиты на совесть из весьма неплохой дублёной кожи.;These gloves are crafted from finely tanned leather.;这副手套用的是精心鞣制的皮革。;Diese Handschuhe werden aus fein gegerbtem Leder hergestellt.;;;;Te rękawice uszyto z niezłej jakości skóry.
Falconeer Gloves;Какое-то время в Альдоре бушевала мода на охотничьих птиц. Феодалов без собственного сокольничего и за феодалов-то никто не считал.;There was time in Aldor when falcon hunting was fashionable. A lord without a falconeer would never be taken seriously.;奥尔多有一段时间非常流行隼猎，领主只有手下有驯隼的师傅，才能获得他人的敬重。;Es gab eine Zeit in Aldor, als die Falkenjagd in Mode war. Ein Herr ohne Falkner wäre nie ernst genommen worden.;;;;Były czasy w Aldor, kiedy sokolnictwo było w modzie. Lord bez sokolnika uznawany był za niepoważnego.
Tied Gloves;Профессиональные дуэлянты отдают предпочтение именно таким перчаткам - и выглядят неплохо, и защитят от укола соперника.;Career duelists have a preference for this kind of gloves. They look good and protect from enemy lunges.;职业对决手偏爱这种手套，一是因为样式好看，二是因为可以防敌人猛扑。;Karriere-Duellanten haben eine Vorliebe für diese Art von Handschuhen. Sie sehen gut aus und schützen vor feindlichen Ausfallschritten.;;;;Pojedynkujący się, którzy zdobyli sławę preferowali ten rodzaj rękawic. Nieźle wyglądają i w miarę chronią przed ciosami.
Blacksmith Mittens;Эти крепкие рукавицы надёжно защищают от ожогов и могут смягчить полученный удар.;These tough mittens protect from burns and soften blows.;这种手套虽然粗糙，但是戴上之后，不会烫伤，还能缓冲撞击和振荡。;Diese robusten Fäustlinge schützen vor Verbrennungen und mildern Schläge.;;;;Te twarde osłony skutecznie chronią przed poparzeniami i lekkimi ciosami.
Leather Bracers;Несколько слоёв плотной кожи неплохо защищают предплечье, но оставляют кисти открытыми.;A few layers of thick leather protect your forearms but leave the wrists vulnerable.;几层厚皮革，护得住小臂，但是护不住手腕。;Ein paar Lagen dickes Leder schützen deine Unterarme, lassen aber die Handgelenke ungeschützt.;;;;Kilka warstw twardej skóry chroni twoje ręce, ale pozostawia nadgarstki odsłonięte.
Mail Gloves;Хороший выбор для тех, кому особенно дороги свои пальцы.;A good choice for those who value their fingers.;如果爱惜自己的手指，建议戴这个。;Eine gute Wahl für diejenigen, die ihre Finger schätzen.;;;;Dobry wybór, jeżeli lubisz swoje palce.
Brigantine Gloves;Обшиты слоем металлических пластин изнутри, из-за чего немного сковывают руку.;The inner layer of these gloves is lined with metal plates, slightly restricting hand movement as a result.;这副手套衬里有金属板，所以稍微有些妨碍活动。;Die innere Schicht dieser Handschuhe ist mit Metallplatten verkleidet, wodurch die Bewegung der Hand leicht eingeschränkt wird.;;;;Wewnętrzna warstwa tych rękawic umocniona jest płytkami metalu, chroniąc lepiej ale spowalniając ruchy.
Footman Gloves;Разновидность бригантинных перчаток с дополнительным слоем защиты - металлическими пластинами на пальцах и тыльной стороны ладони.;A variant on brigantine gloves with an extra layer of protection - it has metal plates shielding the fingers and the back of the hand.;这种布面甲手套多了一层防护-----手指背面和手背有金属板保护。;Eine Variante der Brigantinenhandschuhe mit einer zusätzlichen Schutzschicht - sie hat Metallplatten, die die Finger und den Handrücken abschirmen.;;;;Wariant rękawic do brygantyny, tutaj z dodatkową ochroną - ma metalowe elementy chroniące palce oraz górną część dłoni.
Plate Gloves;Изготовление латных перчаток - настоящее искусство, требующее от мастера полной отдачи и непревзойдённого знания своего ремесла.;Making plate gloves is a form of art, demanding great dedication from a master craftsman as well as a complete knowledge of the trade.;锻造板甲手套是一门艺术，既要匠人通晓造甲的各种门道，还要十分专注才行。;Die Herstellung von Plattenhandschuhen ist eine Kunstform, die von einem Handwerksmeister große Hingabe und umfassende Kenntnisse des Handwerks verlangt.;;;;Tworzenie płytowych rękawic jest formą sztuki. Wymaga niezwykle dużej wiedzy od samego rzemyślnika, ale również wiedzę w handlu, by ją dobrze sprzedać.
Splint Vambraces;Открытость кистей компенсируется усиленной защитой предплечий.;It leaves your wrists open, but the reinforced forearms are meant to compensate for it.;虽然不能保护手腕，但是前臂防护更加到位。;Es lässt deine Handgelenke frei, aber die verstärkten Unterarme sollten das ausgleichen.;;;;Zostawia odsłonięte nadgarstki, ale wzmocniona część przedramienia kompensuje to.
Jonna Gloves;Если бы Йонне давали одну монету за каждое заклинание, отработанное в этих перчатках, она давно бы жила припеваючи.;If Jonna were given a coin every time she casts a spell with these gloves on, she would become dirty rich long ago. ;如果约娜每次施放法术，都有人给她一枚金币，那她估计很早之前就发财了。;Wenn Jonna jedes Mal, wenn sie mit diesen Handschuhen einen Zauberspruch ausführt, eine Münze bekäme, wäre sie längst stinkreich geworden. ;;;;Gdyby Jonna otrzymywała monetę za każdym razem, jak rzuca czar mając te rękawice założone, byłaby obleśnie bogata dawno temu.
;;;;;;;;
;;;;;;;;
Rusted Shackles;Настолько проржавели, что их можно без проблем снять.;They are so rusty that you shouldn't have any troubles with removing them.;已经锈透了，应该很容易就能摘下来。;Sie sind so verrostet, dass man sie problemlos entfernen kann.;;;;Są tak zardzewiałe, że ich zerwanie nie powinno być problemem.
Sharp Shoes;Считаются пиком деревенской моды вот уже двадцать лет.;These have been the pinnacle of peasant fashion for the last twenty years.;最近二十年来，农村再没出现过这么时髦的鞋子。;Diese waren in den letzten zwanzig Jahren der Höhepunkt der bäuerlichen Mode.;;;;Ten rodzaj ubioru jest niesamowicie modny wśród wieśniaków od ponad 20 lat.
Peasant Shoes;Такие башмаки носят до тех пор, пока они не истлеют прямо на ногах.;These shoes are usually worn until they crumble right off the wearer's feet.;这种鞋子一般如果不穿到散架，农民都不会扔掉。;Diese Schuhe werden in der Regel so lange getragen, bis sie von den Füßen des Trägers abbröckeln.;;;;Tego typu buty są noszone najczęściej tak długo, aż w końcu rozpadną się na stopie właściciela.
Travelling Shoes;Стоят дёшево, а носятся долго, за что и полюбились бродягам всех мастей. Главное вовремя ставить латки.;Shoes like these are cheap and wear well, the qualities which attract all kinds of vagabonds. Just don't forget to patch them up when needed.;这种鞋子又便宜，又好穿，各种流浪汉都觉得好，只是时不时得需要补一补。;Schuhe wie diese sind billig und tragen sich gut, Eigenschaften, die alle Arten von Vagabunden ansprechen. Vergiss nur nicht, sie bei Bedarf zu flicken.;;;;Takie buty są tanie i dobrze leżą, co czyni je atrakcyjnymi dla najróżniejszych włóczęgów. Tylko nie zapomnij ich załatać w razie potrzeby.
Riding Boots;Хорошо подходят для длинных конных прогулок. С длинными пешими прогулками справляются чуточку хуже.;Comfortable for long rides. Not so comfortable for long walks.;这种鞋适合长途骑马，不适合长途步行。;Bequem für lange Ausritte. Nicht so komfortabel für lange Spaziergänge.;;;;Komfortowe na długie konne podróże. Niezbyt przyjemne do długich spacerów.
Hide Boots;Пара добрых сапог из коровьей кожи. В военное время такие в большом ходу.;A pair of sturdy boots made out of cowhide. In times of war such boots greatly grow in demand.;生牛皮材质，结实，战乱年代需求最大。;Ein Paar robuste Stiefel aus Rindsleder. In Zeiten des Krieges werden solche Stiefel stark nachgefragt.;;;;Para wygodnych butów zrobionych z krowiej skóry. W czasach wojny popularność takich butów rośnie.
Tanned Boots;Дублёная бычья кожа обеспечивает отличную долговечность.;Tanned bull hide guarantees longevity to every footwear it's used for.;牛皮经过鞣制之后，做出来的鞋子和靴子更加耐穿。;Die gegerbte Stierhaut garantiert Langlebigkeit für jedes Schuhwerk, für das es verwendet wird.;;;;Opalona skóra byka gwarantuje długą służbę każdemu, kto nosi ją na stopach.
Norse Boots;Не мокнут в воде, не вязнут в грязи, не пачкаются в крови.;They don't get wet, don't get stuck in mud and don't get stained by blood.;这种鞋不会湿，不会沾泥，不会沾血。;Sie werden nicht nass, bleiben nicht im Schlamm stecken und werden nicht von Blut befleckt.;;;;Nie przemakają, nie przylepia się do nich błoto, a także ślady krwi schodzą łatwo.
Footman Greaves;Очевидный выбор пехотинца: сочетание практичности обычных сапогов с хорошей защитой.;An obvious choice for a footsoldier: a combination of a practicality of common boots and some fairly decent protection.;既像日常的靴子一样实用，还能提供一些保护，显然是步兵的不二选择。;Eine offensichtliche Wahl für einen Fußsoldaten: eine Kombination aus der praktischen Anwendbarkeit von gewöhnlichen Stiefeln und einem ziemlich ordentlichen Schutz.;;;;Oczywisty wybór dla piechura: kombinacja praktycznych butów oraz odrobiny dodatkowej ochrony.
Aldwynn Sabatons;В таких можно в одиночку выстоять против сорока.;You can stand your ground against a small army while wearing them.;穿上这个，你就能扛住小只部队的进攻了。;Man kann sich gegen eine kleine Armee behaupten, wenn man sie trägt.;;;;Możesz spokojnie poradzić sobie z nimi walcząc z małą armią.
;;;;;;;;
;;;;;;;;
Peasant Sash;Не даст спасть штанам, но не более того.;Keeps your pants in place but that's about it.;只能保证裤子不掉。;Hält die Hose an Ort und Stelle, aber das war's auch schon.;;;;Trzyma twoje spodnie na dupie. I tyle można o nim powiedzieć.
Waistband;Этот пояс примечателен тем, что сам собой завязывается в совершенно нерасплетаемые узлы.;This belt has a remarkable tendency to tie itself in impossible knots.;这根腰带经常自己缠出令人匪夷所思的死结。;Dieser Gürtel hat die bemerkenswerte Fähigkeit, sich in unmögliche Knoten zu verknoten.;;;;Ten pas ma zwyczaj zawiązać się w niemożliwe supły.
Leather Belt;Самый обыкновенный кожаный пояс - просто и удобство, ничего лишнего.;A common leather belt - simple and convenient, nothing more.;普普通通的一根皮带，没什么花哨，用起来也方便。;Ein gewöhnlicher Ledergürtel - einfach und bequem, mehr nicht.;;;;Prosty skórzany pas - klasyczny i tradycyjny, nic więcej.
Norse Belt;На Севере такие пояса принято увешивать различными трофеями.;In the North it's a tradition to decorate such belts with trophies.;在北方，这种腰带上面总要挂点东西，这是传统。;Im Norden ist es Tradition, solche Gürtel mit Trophäen zu schmücken.;;;;Na północy istnieje tradycja dekorowania pasów trofeami.
Footman Girdle;Пояс армейского образца - такие часто изготавливают по особому заказу наёмников или солдат.;A military grade belt, these are often crafted on the request of soldiers and mercenaries.;军队配发，一般有士兵或者雇佣兵申请，才会制作。;Ein militärischer Gürtel, der oft auf Anfrage von Soldaten und Söldnern angefertigt wird.;;;;Pas wojskowej klasy, są wytwarzane na poczekaniu dla handlarzy i żołnierzy.
Knightly Girdle;Цепь, усиленная несколькими металлическими бляшками. Больше украшение, нежели защита.;A solid chain decorated with a few metal disks. It's more of a fashion accessory than a proper protection.;只是一条链子加了几个金属圆盘，与其说是防具，不如说是装饰。;Eine massive Kette, die mit einigen Metallscheiben verziert ist. Sie ist eher ein Modeaccessoire als ein angemessener Schutz.;;;;Solidny pas udekorowany małymi metalowymi dyskami. Bardziej modny niż służący do ochrony.
Luxorious Belt;Стоит немало - пряжка этого ремня инкрустирована всамделишным рубином.;It's pricey - the buckle of this belt is encrusted with a real ruby.;腰带扣上镶了一颗红宝石，看着就不是廉价的东西。;Er ist sehr teuer - die Schnalle dieses Gürtels ist mit einem echten Rubin besetzt.;;;;Jest cenniusi - klamra pasa zdobiona jest rubinem.
Jorgrim Belt;Когда-то этот пояс был щедро увешан скальпами и отрезанными пальцами, но это сильно смущало альдорский люд - так что Йоргриму пришлось от них избавиться.;This belt used to be generously decorated with scalps and severed fingers, but Aldorian folks didn't look kindly on it, so Jorgrim had to get rid of his trophies.;这根腰带之前挂了很多头皮和手指，不过奥尔多的人不太喜欢这样的腰带，所以约戈里姆把自己的那些战利品全摘掉了。;Dieser Gürtel war früher großzügig mit Skalps und abgetrennten Fingern geschmückt, aber die Aldorianer sahen nicht mit Wohlwollen darauf, so dass Jorgrim seine Trophäen entsorgen musste.;;;;Ten pas jest bardzo gęsto zdobiony skalpami oraz wieloma palcami, ale Aldoriańczycy nie patrzyli na niego wesołym okiem, więc Jorgrim zdjął z niego swoje trofea.
;;;;;;;;
Copper Ring;Самое дешёвое украшение из возможных. Говорят, будто ношение меди слегка укрепляет здоровье.;The cheapest jewelry money can buy. Folks say that continuous wearing slightly bolsters health.;最廉价的首饰，他们说天天坚持戴这个对身体好。;Der billigste Schmuck, den man für Geld kaufen kann. Die Leute sagen, dass ständiges Tragen die Gesundheit ein wenig fördert.;;;;Najtańsza biżuteria jaką można kupić. Wieśniacy mówią, że długie noszenie tego czegoś ma zły wpływ na zdrowie.
Silver Ring;По местным поверьям, серебро защищает от сглаза и болезней.;According to popular belief, silver protects against an evil eye and diseases.;民间普遍认为，银器可以驱邪治病。;Dem Volksglauben zufolge schützt Silber vor dem bösen Blick und vor Krankheiten.;;;;Zgodnie z popularnym przesądem, srebro chroni przed złym okiem i chorobami.
Golden Ring;Золото - отличный проводник магии. Возможно, поэтому оно так ценится?;Gold is an excellent conductor of magical energy. Maybe that's why everyone is after it?;黄金传导魔能的效果非常好，大家都喜欢金子是不是就因为这个？;Gold ist ein hervorragender Leiter magischer Energie. Vielleicht ist das der Grund, warum alle hinter dem Gold her sind?;;;;Złoto to świetny przewodnik mocy magicznej. Może dlatego wszyscy je kochają?
Silver Ruby Ring;Застывшая искорка закатного солнца прямо на вашем пальце.;A frozen spark of the setting sun, now on your finger.;手指上落下一轮冰封的太阳，这会是怎样一种情境？;Ein gefrorener Funke der untergehenden Sonne, jetzt an deinem Finger.;;;;Zamrożona iskra wprost ze słońca, teraz na twoim palcu.
Silver Ring With Amethyst;Кольцо, инкрустированное аметистом - хороший способ защититься от сглаза.;A ring encrusted with amethyst is a well known warding from an evil eye.;戒指镶了紫水晶，据说就能驱恶辟邪。;Ein mit einem Amethyst besetzter Ring ist ein bekannter Schutz vor dem bösen Blick.;;;;Pierścień z umieszczonym w nim ametystem, ponoć w tym klejnocie siedzi złe oko.
Silver Ring With Aquamarine;Считается, будто каждый аквамарин несёт на себе благословение небес - поэтому им часто украшают кольца и ожерелья.;It's believed that every aquamarine carries a heavenly blessing, so they are often used to decorate rings and necklaces.;很多人都觉得，所有海蓝宝石都获得了上天保佑，所以它们经常用于装饰戒指和项链。;Es wird geglaubt, dass jeder Aquamarin einen himmlischen Segen trägt, deshalb werden er oft zum Verzieren von Ringen und Halsketten verwendet.;;;;Przesądy mówią, że w każdej akwamarynie ukryte jest boskie błogosławieństwo, więc dekoruje się nią pierścienie i naszyjniki.
